"","ID","Status","Name","Locus.Tag","NCBI.Acc..","Paralog..","Expr.Sig","SeqType"
"496","CONTIG02186",2,"Culex quinquefasciatus paraflagellar rod protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001851300",0,"X01","CONTIG"
"497","CONTIG10321",2,"Aedes aegypti AAEL014583-RB mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649009",0,"010","CONTIG"
"498","CONTIG10335",2,"Culex quinquefasciatus small nuclear ribonucleoprotein F, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844222",0,"010","CONTIG"
"499","CONTIG05192",3,"Aedes aegypti AAEL012140-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655821",1,"X10","CONTIG"
"500","CONTIG10141",3,"Aedes aegypti AAEL013549-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663689",1,"010","CONTIG"
"501","CONTIG10154",2,"Aedes aegypti AAEL014409-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648672",0,"101","CONTIG"
"502","CONTIG10135",2,"Aedes aegypti AAEL000180-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658859",0,"010","CONTIG"
"503","F5BTJ3O02JI2LO",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001846697",1,"011","SINGLETON"
"504","CONTIG10230",2,"Anopheles gambiae str. PEST AGAP007137-PA (AgaP_AGAP007137) mRNA, partial cds","AgaP_AGAP007137","XM_308622",0,"010","CONTIG"
"505","F5BTJ3O01EXV4D",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844240",2,"011","SINGLETON"
"506","F5BTJ3O01A3VXB",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844240",3,"010","SINGLETON"
"507","CONTIG10202",2,"Culex quinquefasciatus seryl-tRNA synthetase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001848687",0,"010","CONTIG"
"508","CONTIG08510",3,"Aedes aegypti AAEL011756-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655614",1,"011","CONTIG"
"509","CONTIG10587",2,"Aedes aegypti AAEL010170-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654227",0,"101","CONTIG"
"510","CONTIG02862",3,"PREDICTED: Cimex lectularius RNA-directed DNA polymerase from mobile element jockey-like (LOC106668549), mRNA","LOC106668549","XM_014397403",2,"101","CONTIG"
"511","CONTIG10636",2,"Anopheles gambiae str. PEST AGAP006353-PA (AgaP_AGAP006353) mRNA, complete cds","AgaP_AGAP006353","XM_316373",0,"010","CONTIG"
"512","CONTIG10652",2,"Aedes aegypti AAEL001177-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658118",0,"010","CONTIG"
"513","CONTIG10598",3,"Aedes aegypti AAEL004064-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648313",1,"010","CONTIG"
"514","CONTIG10615",2,"Aedes aegypti AAEL013342-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663450",0,"X10","CONTIG"
"515","CONTIG19422",3,"Aedes aegypti AAEL002176-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654761",1,"010","CONTIG"
"516","CONTIG10390",2,"Culex quinquefasciatus hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001870805",0,"X10","CONTIG"
"517","F5BTJ3O01AV9J3",3,"Aedes aegypti AAEL011392-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661579",2,"X10","SINGLETON"
"518","F5BTJ3O02H8WIM",3,"Aedes aegypti AAEL011392-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661579",3,"010","SINGLETON"
"519","CONTIG10481",2,"Anopheles gambiae str. PEST AGAP005017-PA (AgaP_AGAP005017) mRNA, complete cds","AgaP_AGAP005017","XM_001688566",0,"010","CONTIG"
"520","CONTIG10486",2,"Aedes aegypti AAEL008484-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659208",0,"101","CONTIG"
"521","CONTIG08513",3,"Aedes aegypti AAEL008306-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659076",2,"X10","CONTIG"
"522","CONTIG19584",2,"Aedes aegypti AAEL010164-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654240",0,"010","CONTIG"
"523","CONTIG19689",2,"Aedes aegypti AAEL009059-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659623",0,"010","CONTIG"
"524","CONTIG19624",2,"Aedes aegypti AAEL005229-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650472",0,"010","CONTIG"
"525","CONTIG19415",2,"Culex quinquefasciatus lysozyme, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001847060",0,"X10","CONTIG"
"526","CONTIG19493",2,"Aedes aegypti AAEL011710-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655605",0,"010","CONTIG"
"527","CONTIG19499",2,"Aedes aegypti AAEL010850-RI mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661057",0,"001","CONTIG"
"528","F5BTJ3O01DFAH3",3,"Drosophila erecta GG17522 (Dere\GG17522), mRNA","Dere\GG17522","XM_001978678",2,"101","SINGLETON"
"529","CONTIG06992",3,"Culex quinquefasciatus zinc finger protein 501, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001849364",1,"010","CONTIG"
"530","CONTIG19946",2,"Culex quinquefasciatus 30S ribosomal protein S13P, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001864159",0,"010","CONTIG"
"531","CONTIG20069",2,"Aedes aegypti AAEL002812-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662431",0,"010","CONTIG"
"532","CONTIG06985",3,"Aedes aegypti AAEL008459-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659196",3,"X10","CONTIG"
"533","CONTIG16692",2,"Aedes aegypti AAEL014411-RA (CYP304B3), partial mRNA","CYP304B3","XM_001648677",0,"101","CONTIG"
"534","F5BTJ3O01CKVKO",3,"Aedes aegypti AAEL008587-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653252",1,"100","SINGLETON"
"535","CONTIG19722",2,"Aedes aegypti AAEL004746-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649665",0,"010","CONTIG"
"536","CONTIG19762",2,"Aedes aegypti AAEL006340-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651872",0,"010","CONTIG"
"537","F5BTJ3O01EZDK6",3,"Aedes aegypti AAEL011274-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661508",2,"010","SINGLETON"
"538","CONTIG19891",2,"Aedes aegypti AAEL013948-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001664092",0,"X10","CONTIG"
"539","F5BTJ3O01DOLCZ",3,"Aedes aegypti AAEL013542-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663684",1,"X10","SINGLETON"
"540","CONTIG19861",2,"Aedes aegypti AAEL013517-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663650",0,"0X1","CONTIG"
"541","CONTIG18842",2,"Aedes aegypti AAEL013605-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663765",0,"101","CONTIG"
"542","CONTIG18745",2,"Culex quinquefasciatus aldehyde oxidase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001864299",0,"X10","CONTIG"
"543","CONTIG18898",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001843232",0,"010","CONTIG"
"544","CONTIG20822",3,"Anopheles gambiae str. PEST AGAP001085-PA (AgaP_AGAP001085) mRNA, partial cds","AgaP_AGAP001085","XM_001689019",2,"101","CONTIG"
"545","CONTIG18888",2,"Culex quinquefasciatus stumps, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001865405",0,"101","CONTIG"
"546","CONTIG18717",2,"Aedes aegypti AAEL002372-RB mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655096",0,"010","CONTIG"
"547","CONTIG19296",2,"Culex quinquefasciatus valacyclovir hydrolase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001842741",0,"010","CONTIG"
"548","CONTIG19250",2,"Aedes aegypti AAEL006103-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657390",0,"010","CONTIG"
"549","CONTIG19260",3,"Aedes aegypti AAEL003487-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656814",1,"101","CONTIG"
"550","CONTIG19131",2,"Aedes aegypti AAEL014555-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648969",0,"010","CONTIG"
"551","CONTIG19133",2,"Aedes aegypti AAEL002181-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654890",0,"001","CONTIG"
"552","CONTIG19142",2,"Culex quinquefasciatus lysozyme P, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001858377",0,"010","CONTIG"
"553","CONTIG19079",2,"Culex quinquefasciatus 60S ribosomal protein L24, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001869648",0,"010","CONTIG"
"554","CONTIG21039",2,"Anopheles gambiae str. PEST AGAP005525-PA (AgaP_AGAP005525) mRNA, complete cds","AgaP_AGAP005525","XM_001688623",0,"011","CONTIG"
"555","CONTIG20986",2,"Culex quinquefasciatus sterol carrier protein 2, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001862567",0,"010","CONTIG"
"556","CONTIG21151",2,"Aedes aegypti AAEL014484-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648772",0,"X10","CONTIG"
"557","CONTIG21084",2,"Culex quinquefasciatus ADP-ribosylation factor, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001842675",0,"010","CONTIG"
"558","CONTIG21107",3,"Aedes aegypti AAEL010414-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654486",1,"010","CONTIG"
"559","CONTIG20854",2,"PREDICTED: Diaphorina citri zinc finger protein 845-like (LOC103514374), mRNA","LOC103514374","XM_008479248",0,"X10","CONTIG"
"560","CONTIG20880",2,"Aedes aegypti AAEL006496-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651935",0,"010","CONTIG"
"561","CONTIG20889",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001851342",0,"010","CONTIG"
"562","F5BTJ3O01BLC63",3,"Culex quinquefasciatus pol-like protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001867011",4,"110","SINGLETON"
"563","CONTIG20895",2,"PREDICTED: Cimex lectularius PHD finger-like domain-containing protein 5A (LOC106674170), mRNA","LOC106674170","XM_014406740",0,"010","CONTIG"
"564","CONTIG20934",2,"Aedes aegypti AAEL002722-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662127",0,"010","CONTIG"
"565","CONTIG20938",2,"Culex quinquefasciatus Odorant-binding protein 58c, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001843321",0,"010","CONTIG"
"566","CONTIG21504",2,"Aedes aegypti AAEL001628-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659699",0,"101","CONTIG"
"567","CONTIG22641",2,"Aedes aegypti AAEL010247-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654346",0,"X10","CONTIG"
"568","F5BTJ3O01A7WIH",2,"Aedes aegypti AAEL012052-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655789",0,"010","SINGLETON"
"569","CONTIG21177",2,"Aedes aegypti AAEL011295-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661526",0,"010","CONTIG"
"570","CONTIG08005",2,"Aedes aegypti AAEL001165-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658132",0,"X10","CONTIG"
"571","CONTIG21384",2,"Culex quinquefasciatus MRG-binding protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001868443",0,"010","CONTIG"
"572","CONTIG21404",2,"Aedes aegypti AAEL013503-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663633",0,"010","CONTIG"
"573","CONTIG21291",2,"PREDICTED: Bactrocera dorsalis heat shock factor-binding protein 1 (LOC105231137), mRNA","LOC105231137","XM_011212263",0,"010","CONTIG"
"574","CONTIG20323",3,"Aedes aegypti AAEL003157-RA (SMG8_AEDAE), partial mRNA","SMG8_AEDAE","XM_001656449",1,"X10","CONTIG"
"575","CONTIG20339",2,"Aedes aegypti AAEL009865-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654008",0,"010","CONTIG"
"576","CONTIG20268",2,"Aedes aegypti AAEL011486-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661645",0,"010","CONTIG"
"577","CONTIG20430",2,"Aedes aegypti AAEL008736-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653391",0,"010","CONTIG"
"578","CONTIG20452",2,"Culex quinquefasciatus predicted protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001861383",0,"010","CONTIG"
"579","CONTIG20415",2,"Aedes aegypti AAEL007291-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652615",0,"010","CONTIG"
"580","CONTIG20152",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001848897",0,"101","CONTIG"
"581","F5BTJ3O02G5KWX",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001869500",5,"X01","SINGLETON"
"582","CONTIG20170",2,"Aedes aegypti AAEL000456-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656357",0,"010","CONTIG"
"583","CONTIG20172",2,"Anopheles gambiae str. PEST AGAP008696-PA (AgaP_AGAP008696) mRNA, partial cds","AgaP_AGAP008696","XM_001688540",0,"X10","CONTIG"
"584","CONTIG20098",2,"Aedes aegypti AAEL006480-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651940",0,"010","CONTIG"
"585","CONTIG20135",2,"Aedes aegypti AAEL009729-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653979",0,"001","CONTIG"
"586","CONTIG20145",3,"Aedes aegypti AAEL003872-RA (TCTP_AEDAE), mRNA","TCTP_AEDAE","XM_001664232",1,"010","CONTIG"
"587","CONTIG20679",2,"Anopheles gambiae str. PEST AGAP009072-PA (AgaP_AGAP009072) mRNA, complete cds","AgaP_AGAP009072","XM_319821",0,"010","CONTIG"
"588","CONTIG20798",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001870790",0,"010","CONTIG"
"589","CONTIG20738",2,"PREDICTED: Bactrocera cucurbitae uncharacterized protein CG3556 (LOC105218486), mRNA","LOC105218486","XM_011194102",0,"X01","CONTIG"
"590","CONTIG20511",2,"PREDICTED: Camponotus floridanus uncharacterized LOC105255911 (LOC105255911), mRNA","LOC105255911","XM_011265461",0,"X10","CONTIG"
"591","CONTIG20534",2,"Culex quinquefasciatus histone H2A type 1-C, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001862621",0,"010","CONTIG"
"592","CONTIG20473",2,"Aedes aegypti AAEL000677-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649743",0,"010","CONTIG"
"593","CONTIG20585",2,"Aedes aegypti AAEL008962-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653573",0,"010","CONTIG"
"594","CONTIG20589",2,"Aedes aegypti AAEL005629-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651130",0,"010","CONTIG"
"595","CONTIG15969",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001843750",0,"101","CONTIG"
"596","CONTIG03091",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001853483",0,"010","CONTIG"
"597","F5BTJ3O01B6P2P",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001850852",2,"010","SINGLETON"
"598","CONTIG15925",3,"Aedes aegypti AAEL000469-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656370",1,"010","CONTIG"
"599","CONTIG15930",2,"Culex quinquefasciatus zinc carboxypeptidase A 1, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001861934",0,"X10","CONTIG"
"600","CONTIG15956",2,"Aedes aegypti AAEL017333-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_011494666",0,"X01","CONTIG"
"601","CONTIG16068",2,"Aedes aegypti AAEL005533-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651027",0,"X10","CONTIG"
"602","CONTIG15740",2,"Aedes aegypti AAEL005917-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651628",0,"X01","CONTIG"
"603","CONTIG15744",2,"Aedes aegypti AAEL009782-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653995",0,"X01","CONTIG"
"604","F5BTJ3O01CBAD0",3,"Aedes aegypti AAEL002498-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655405",1,"011","SINGLETON"
"605","CONTIG15624",2,"Aedes aegypti AAEL001582-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653547",0,"101","CONTIG"
"606","F5BTJ3O01AFT5P",3,"Aedes aegypti AAEL001815-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660350",2,"X10","SINGLETON"
"607","CONTIG15682",2,"Aedes aegypti AAEL004338-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648872",0,"X01","CONTIG"
"608","CONTIG15784",2,"Aedes aegypti AAEL005479-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650890",0,"X01","CONTIG"
"609","CONTIG15824",2,"Aedes aegypti AAEL009675-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653873",0,"010","CONTIG"
"610","CONTIG16425",2,"Anopheles gambiae str. PEST AGAP009801-PA (AgaP_AGAP009801) mRNA, partial cds","AgaP_AGAP009801","XM_001689099",0,"010","CONTIG"
"611","CONTIG16589",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001848597",0,"X10","CONTIG"
"612","CONTIG16262",2,"Anopheles gambiae str. PEST AGAP002757-PA (AgaP_AGAP002757) mRNA, complete cds","AgaP_AGAP002757","XM_312168",0,"X10","CONTIG"
"613","CONTIG16163",2,"Culex quinquefasciatus mitochondrial ATP synthase coupling factor 6, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001850181",0,"010","CONTIG"
"614","CONTIG16209",2,"Aedes aegypti AAEL003412-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656768",0,"101","CONTIG"
"615","CONTIG16211",2,"Aedes aegypti AAEL013987-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657186",0,"101","CONTIG"
"616","CONTIG16388",2,"Aedes aegypti AAEL003834-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657212",0,"010","CONTIG"
